plan_id,tier_code,tier_slug,age_band_raw,age_start,age_end,age_open_ended,premium_total_raw,premium_total_min,premium_total_max,premium_excl_mshl_raw,premium_excl_mshl_min,premium_excl_mshl_max,annual_change_raw,annual_change_min_pct,annual_change_max_pct,premium_available,availability_note,source_kind,source_pdf,source_page,source_table,source_slug,repair_flags
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,66 to 70,66,70.0,False,"2,029 - 2,459",2029.0,2459.0,"908 - 1,338",908.0,1338.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,71 to 73,71,73.0,False,"3,138",3138.0,3138.0,"1,921",1921.0,1921.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,71 to 73,71,73.0,False,"2,679 - 2,877",2679.0,2877.0,"1,462 - 1,660",1462.0,1660.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,74 to 75,74,75.0,False,"3,422",3422.0,3422.0,"2,077",2077.0,2077.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,74 to 75,74,75.0,False,"3,114 - 3,232",3114.0,3232.0,"1,769 - 1,887",1769.0,1887.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,76 to 78,76,78.0,False,"4,515",4515.0,4515.0,"2,956",2956.0,2956.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,76 to 78,76,78.0,False,"3,570 - 3,843",3570.0,3843.0,"2,011 - 2,284",2011.0,2284.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,79 to 80,79,80.0,False,"4,588",4588.0,4588.0,"2,968",2968.0,2968.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,79 to 80,79,80.0,False,"4,056 - 4,222",4056.0,4222.0,"2,436 - 2,602",2436.0,2602.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,81 to 83,81,83.0,False,"4,730",4730.0,4730.0,"3,024",3024.0,3024.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,81 to 83,81,83.0,False,"4,398 - 4,590",4398.0,4590.0,"2,692 - 2,884",2692.0,2884.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,84 to 85,84,85.0,False,"5,072",5072.0,5072.0,"3,101",3101.0,3101.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,84 to 85,84,85.0,False,"4,955 - 5,059",4955.0,5059.0,"2,984 - 3,088",2984.0,3088.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,86 to 90,86,90.0,False,"5,268 - 5,442",5268.0,5442.0,"3,205 - 3,379",3205.0,3379.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,86 to 90,86,90.0,False,"5,259 - 5,728",5259.0,5728.0,"3,196 - 3,665",3196.0,3665.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,Premiums above age 90,91,,True,"5,758 - 6,853",5758.0,6853.0,"3,665 - 4,760",3665.0,4760.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,Premiums above age 90,91,,True,"5,887 - 7,258",5887.0,7258.0,"3,794 - 5,165",3794.0,5165.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,1 to 20,1,20.0,False,216,216.0,216.0,68,68.0,68.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,1 to 20,1,20.0,False,216 - 223,216.0,223.0,68 - 75,68.0,75.0,2.0% to 2.2%,2.0,2.2,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,21 to 30,21,30.0,False,323,323.0,323.0,68,68.0,68.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,21 to 30,21,30.0,False,314,314.0,314.0,59,59.0,59.0,1.8%,1.8,1.8,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,31 to 40,31,40.0,False,490,490.0,490.0,93,93.0,93.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,31 to 40,31,40.0,False,485 - 511,485.0,511.0,88 - 114,88.0,114.0,2.2%,2.2,2.2,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,41 to 50,41,50.0,False,706,706.0,706.0,171,171.0,171.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,41 to 50,41,50.0,False,685 - 719,685.0,719.0,150 - 184,150.0,184.0,2.1% to 2.3%,2.1,2.3,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,51 to 60,51,60.0,False,"1,070 - 1,084",1070.0,1084.0,255 - 269,255.0,269.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,51 to 60,51,60.0,False,"1,044 - 1,076",1044.0,1076.0,229 - 261,229.0,261.0,2.0% to 2.2%,2.0,2.2,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,61 to 65,61,65.0,False,"1,520",1520.0,1520.0,481,481.0,481.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,61 to 65,61,65.0,False,"1,386 - 1,472",1386.0,1472.0,347 - 433,347.0,433.0,1.4% to 1.6%,1.4,1.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,66 to 70,66,70.0,False,"1,927",1927.0,1927.0,807,807.0,807.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,66 to 70,66,70.0,False,"1,822 - 1,909",1822.0,1909.0,702 - 788,702.0,788.0,1.1%,1.1,1.1,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,71 to 73,71,73.0,False,"2,522",2522.0,2522.0,"1,305",1305.0,1305.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,71 to 73,71,73.0,False,"2,323",2323.0,2323.0,"1,105",1105.0,1105.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,74 to 75,74,75.0,False,"2,877",2877.0,2877.0,"1,532",1532.0,1532.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,74 to 75,74,75.0,False,"2,619 - 2,788",2619.0,2788.0,"1,274 - 1,443",1274.0,1443.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,76 to 78,76,78.0,False,"3,815",3815.0,3815.0,"2,256",2256.0,2256.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,76 to 78,76,78.0,False,"3,293 - 3,584",3293.0,3584.0,"1,735 - 2,025",1735.0,2025.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,79 to 80,79,80.0,False,"3,789",3789.0,3789.0,"2,169",2169.0,2169.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,79 to 80,79,80.0,False,"3,673",3673.0,3673.0,"2,054",2054.0,2054.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,81 to 83,81,83.0,False,"3,621",3621.0,3621.0,"1,915",1915.0,1915.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,81 to 83,81,83.0,False,"3,975",3975.0,3975.0,"2,269",2269.0,2269.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,84 to 85,84,85.0,False,"4,188",4188.0,4188.0,"2,217",2217.0,2217.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,84 to 85,84,85.0,False,"4,603",4603.0,4603.0,"2,632",2632.0,2632.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,86 to 90,86,90.0,False,"4,470",4470.0,4470.0,"2,407",2407.0,2407.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,86 to 90,86,90.0,False,"4,887",4887.0,4887.0,"2,824",2824.0,2824.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,Premiums above age 90,91,,True,"6,184 - 6,853",6184.0,6853.0,"4,091 - 4,759",4091.0,4759.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,Premiums above age 90,91,,True,"5,013 - 5,920",5013.0,5920.0,"2,920 - 3,826",2920.0,3826.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,1,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,1 to 20,1,20.0,False,235,235.0,235.0,88,88.0,88.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,1 to 20,1,20.0,False,227,227.0,227.0,80,80.0,80.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,1 to 20,1,20.0,False,222 - 227,222.0,227.0,74 - 79,74.0,79.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,21 to 30,21,30.0,False,356,356.0,356.0,101,101.0,101.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,21 to 30,21,30.0,False,346,346.0,346.0,92,92.0,92.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,21 to 30,21,30.0,False,346,346.0,346.0,91,91.0,91.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,31 to 40,31,40.0,False,568,568.0,568.0,171,171.0,171.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,31 to 40,31,40.0,False,556,556.0,556.0,159,159.0,159.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,31 to 40,31,40.0,False,511 - 525,511.0,525.0,114 - 128,114.0,128.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,41 to 50,41,50.0,False,853 - 881,853.0,881.0,318 - 346,318.0,346.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,41 to 50,41,50.0,False,768 - 853,768.0,853.0,233 - 318,233.0,318.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,41 to 50,41,50.0,False,756 - 760,756.0,760.0,221 - 225,221.0,225.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,51 to 60,51,60.0,False,"1,292 - 1,318",1292.0,1318.0,477 - 503,477.0,503.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,51 to 60,51,60.0,False,"1,234 - 1,292",1234.0,1292.0,419 - 477,419.0,477.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,51 to 60,51,60.0,False,"1,171 - 1,197",1171.0,1197.0,356 - 382,356.0,382.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,61 to 65,61,65.0,False,"1,827",1827.0,1827.0,787,787.0,787.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,61 to 65,61,65.0,False,"1,719",1719.0,1719.0,680,680.0,680.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,61 to 65,61,65.0,False,"1,655",1655.0,1655.0,616,616.0,616.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,66 to 70,66,70.0,False,"2,362",2362.0,2362.0,"1,242",1242.0,1242.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,66 to 70,66,70.0,False,"2,085",2085.0,2085.0,965,965.0,965.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,66 to 70,66,70.0,False,"2,085",2085.0,2085.0,964,964.0,964.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,71 to 73,71,73.0,False,"3,057",3057.0,3057.0,"1,840",1840.0,1840.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,71 to 73,71,73.0,False,"2,519",2519.0,2519.0,"1,302",1302.0,1302.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,71 to 73,71,73.0,False,"2,632",2632.0,2632.0,"1,415",1415.0,1415.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,74 to 75,74,75.0,False,"3,491",3491.0,3491.0,"2,146",2146.0,2146.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,74 to 75,74,75.0,False,"2,934",2934.0,2934.0,"1,589",1589.0,1589.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,74 to 75,74,75.0,False,"3,041",3041.0,3041.0,"1,696",1696.0,1696.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,76 to 78,76,78.0,False,"4,346",4346.0,4346.0,"2,787",2787.0,2787.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,76 to 78,76,78.0,False,"3,338",3338.0,3338.0,"1,780",1780.0,1780.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,76 to 78,76,78.0,False,"3,521",3521.0,3521.0,"1,962",1962.0,1962.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,79 to 80,79,80.0,False,"4,643",4643.0,4643.0,"3,023",3023.0,3023.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,79 to 80,79,80.0,False,"3,613",3613.0,3613.0,"1,994",1994.0,1994.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,79 to 80,79,80.0,False,"4,016",4016.0,4016.0,"2,396",2396.0,2396.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,81 to 83,81,83.0,False,"5,500",5500.0,5500.0,"3,794",3794.0,3794.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,81 to 83,81,83.0,False,"3,940",3940.0,3940.0,"2,234",2234.0,2234.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,81 to 83,81,83.0,False,"4,321",4321.0,4321.0,"2,615",2615.0,2615.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,84 to 85,84,85.0,False,"5,828",5828.0,5828.0,"3,857",3857.0,3857.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,84 to 85,84,85.0,False,"4,471",4471.0,4471.0,"2,500",2500.0,2500.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,84 to 85,84,85.0,False,"4,874",4874.0,4874.0,"2,903",2903.0,2903.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,86 to 90,86,90.0,False,"6,652 - 6,763",6652.0,6763.0,"4,589 - 4,700",4589.0,4700.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,86 to 90,86,90.0,False,"4,863 - 5,198",4863.0,5198.0,"2,800 - 3,136",2800.0,3136.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,86 to 90,86,90.0,False,"5,362 - 5,579",5362.0,5579.0,"3,299 - 3,516",3299.0,3516.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,Premiums above age 90,91,,True,"6,837 - 7,205",6837.0,7205.0,"4,744 - 5,112",4744.0,5112.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,Premiums above age 90,91,,True,"6,622 - 7,027",6622.0,7027.0,"4,528 - 4,934",4528.0,4934.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,Premiums above age 90,91,,True,"5,883 - 6,800",5883.0,6800.0,"3,790 - 4,707",3790.0,4707.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,8,2,class_a_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,1 to 20,1,20.0,False,289 - 343,289.0,343.0,141 - 195,141.0,195.0,3.8% to 3.9%,3.8,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,1 to 20,1,20.0,False,367 - 378,367.0,378.0,219 - 230,219.0,230.0,9.3% to 16.6%,9.3,16.6,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,21 to 30,21,30.0,False,431,431.0,431.0,176,176.0,176.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,21 to 30,21,30.0,False,504 - 522,504.0,522.0,249 - 267,249.0,267.0,9.8% to 12.4%,9.8,12.4,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,31 to 40,31,40.0,False,649 - 661,649.0,661.0,252 - 264,252.0,264.0,3.8%,3.8,3.8,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,31 to 40,31,40.0,False,757 - 770,757.0,770.0,360 - 373,360.0,373.0,7.9% to 8.0%,7.9,8.0,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,41 to 50,41,50.0,False,894 - 955,894.0,955.0,359 - 420,359.0,420.0,3.8% to 3.9%,3.8,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,41 to 50,41,50.0,False,"1,335 - 1,544",1335.0,1544.0,"800 - 1,009",800.0,1009.0,7.8% to 10.1%,7.8,10.1,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,51 to 60,51,60.0,False,"1,350 - 1,382",1350.0,1382.0,535 - 567,535.0,567.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,51 to 60,51,60.0,False,"2,135 - 2,502",2135.0,2502.0,"1,320 - 1,687",1320.0,1687.0,13.5% to 14.5%,13.5,14.5,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,61 to 65,61,65.0,False,"2,018",2018.0,2018.0,979,979.0,979.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,61 to 65,61,65.0,False,"3,301",3301.0,3301.0,"2,262",2262.0,2262.0,12.7%,12.7,12.7,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,66 to 70,66,70.0,False,"2,564",2564.0,2564.0,"1,443",1443.0,1443.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,66 to 70,66,70.0,False,"4,269",4269.0,4269.0,"3,148",3148.0,3148.0,12.0%,12.0,12.0,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,71 to 73,71,73.0,False,"3,332",3332.0,3332.0,"2,115",2115.0,2115.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,71 to 73,71,73.0,False,"5,349",5349.0,5349.0,"4,132",4132.0,4132.0,10.0%,10.0,10.0,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,74 to 75,74,75.0,False,"3,833",3833.0,3833.0,"2,488",2488.0,2488.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,74 to 75,74,75.0,False,"6,064",6064.0,6064.0,"4,719",4719.0,4719.0,10.1%,10.1,10.1,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,76 to 78,76,78.0,False,"4,502",4502.0,4502.0,"2,943",2943.0,2943.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
