plan_id,tier_code,tier_slug,age_band_raw,age_start,age_end,age_open_ended,premium_total_raw,premium_total_min,premium_total_max,premium_excl_mshl_raw,premium_excl_mshl_min,premium_excl_mshl_max,annual_change_raw,annual_change_min_pct,annual_change_max_pct,premium_available,availability_note,source_kind,source_pdf,source_page,source_table,source_slug,repair_flags
standard__hsbc_life__hsbc_life_shield_standard_plan,standard,standard_integrated_shield_plans,51 to 60,51,60.0,False,960 - 979,960.0,979.0,145 - 164,145.0,164.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__singlife__singlife_shield_standard_plan,standard,standard_integrated_shield_plans,61 to 65,61,65.0,False,"1,331",1331.0,1331.0,292,292.0,292.0,1.3%,1.3,1.3,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__hsbc_life__hsbc_life_shield_standard_plan,standard,standard_integrated_shield_plans,61 to 65,61,65.0,False,"1,323",1323.0,1323.0,284,284.0,284.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__singlife__singlife_shield_standard_plan,standard,standard_integrated_shield_plans,66 to 70,66,70.0,False,"1,527",1527.0,1527.0,406,406.0,406.0,1.2%,1.2,1.2,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__hsbc_life__hsbc_life_shield_standard_plan,standard,standard_integrated_shield_plans,66 to 70,66,70.0,False,"1,547",1547.0,1547.0,427,427.0,427.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__singlife__singlife_shield_standard_plan,standard,standard_integrated_shield_plans,71 to 73,71,73.0,False,"1,864",1864.0,1864.0,647,647.0,647.0,1.3%,1.3,1.3,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__hsbc_life__hsbc_life_shield_standard_plan,standard,standard_integrated_shield_plans,71 to 73,71,73.0,False,"1,883",1883.0,1883.0,665,665.0,665.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__singlife__singlife_shield_standard_plan,standard,standard_integrated_shield_plans,74 to 75,74,75.0,False,"2,096",2096.0,2096.0,752,752.0,752.0,1.3%,1.3,1.3,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__hsbc_life__hsbc_life_shield_standard_plan,standard,standard_integrated_shield_plans,74 to 75,74,75.0,False,"2,155",2155.0,2155.0,810,810.0,810.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__singlife__singlife_shield_standard_plan,standard,standard_integrated_shield_plans,76 to 78,76,78.0,False,"2,564",2564.0,2564.0,"1,005",1005.0,1005.0,1.3%,1.3,1.3,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__hsbc_life__hsbc_life_shield_standard_plan,standard,standard_integrated_shield_plans,76 to 78,76,78.0,False,"2,687",2687.0,2687.0,"1,129",1129.0,1129.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__singlife__singlife_shield_standard_plan,standard,standard_integrated_shield_plans,79 to 80,79,80.0,False,"2,628",2628.0,2628.0,"1,009",1009.0,1009.0,1.3%,1.3,1.3,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__hsbc_life__hsbc_life_shield_standard_plan,standard,standard_integrated_shield_plans,79 to 80,79,80.0,False,"2,827",2827.0,2827.0,"1,207",1207.0,1207.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__singlife__singlife_shield_standard_plan,standard,standard_integrated_shield_plans,81 to 83,81,83.0,False,"2,943",2943.0,2943.0,"1,237",1237.0,1237.0,1.3%,1.3,1.3,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__hsbc_life__hsbc_life_shield_standard_plan,standard,standard_integrated_shield_plans,81 to 83,81,83.0,False,"2,951",2951.0,2951.0,"1,245",1245.0,1245.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__singlife__singlife_shield_standard_plan,standard,standard_integrated_shield_plans,84 to 85,84,85.0,False,"3,214",3214.0,3214.0,"1,243",1243.0,1243.0,1.3%,1.3,1.3,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__hsbc_life__hsbc_life_shield_standard_plan,standard,standard_integrated_shield_plans,84 to 85,84,85.0,False,"3,370",3370.0,3370.0,"1,399",1399.0,1399.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__singlife__singlife_shield_standard_plan,standard,standard_integrated_shield_plans,86 to 90,86,90.0,False,"3,859 - 3,933",3859.0,3933.0,"1,796 - 1,870",1796.0,1870.0,1.3%,1.3,1.3,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__hsbc_life__hsbc_life_shield_standard_plan,standard,standard_integrated_shield_plans,86 to 90,86,90.0,False,"3,635 - 3,837",3635.0,3837.0,"1,572 - 1,775",1572.0,1775.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__singlife__singlife_shield_standard_plan,standard,standard_integrated_shield_plans,Premiums above age 90,91,,True,"4,118 - 4,367",4118.0,4367.0,"2,024 - 2,274",2024.0,2274.0,1.3%,1.3,1.3,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__hsbc_life__hsbc_life_shield_standard_plan,standard,standard_integrated_shield_plans,Premiums above age 90,91,,True,"4,698 - 5,346",4698.0,5346.0,"2,605 - 3,253",2605.0,3253.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,1,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,1 to 20,1,20.0,False,188,188.0,188.0,40,40.0,40.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,21 to 30,21,30.0,False,304,304.0,304.0,49,49.0,49.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,31 to 40,31,40.0,False,460,460.0,460.0,63,63.0,63.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,41 to 50,41,50.0,False,645 - 662,645.0,662.0,110 - 127,110.0,127.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,51 to 60,51,60.0,False,959 - 981,959.0,981.0,144 - 166,144.0,166.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,61 to 65,61,65.0,False,"1,319",1319.0,1319.0,280,280.0,280.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,66 to 70,66,70.0,False,"1,523",1523.0,1523.0,402,402.0,402.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,71 to 73,71,73.0,False,"1,849",1849.0,1849.0,632,632.0,632.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,74 to 75,74,75.0,False,"2,102",2102.0,2102.0,757,757.0,757.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,76 to 78,76,78.0,False,"2,528",2528.0,2528.0,969,969.0,969.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,79 to 80,79,80.0,False,"2,652",2652.0,2652.0,"1,032",1032.0,1032.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,81 to 83,81,83.0,False,"2,901",2901.0,2901.0,"1,195",1195.0,1195.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,84 to 85,84,85.0,False,"3,191",3191.0,3191.0,"1,220",1220.0,1220.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,86 to 90,86,90.0,False,"3,598 - 3,740",3598.0,3740.0,"1,535 - 1,677",1535.0,1677.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
standard__raffles_health_insurance__raffles_shield_standard_plan,standard,standard_integrated_shield_plans,Premiums above age 90,91,,True,"3,927 - 4,505",3927.0,4505.0,"1,834 - 2,412",1834.0,2412.0,0.6%,0.6,0.6,True,,premium_detail,02_standard_integrated_shield_plans.pdf,5,2,standard_integrated_shield_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,1 to 20,1,20.0,False,173 - 202,173.0,202.0,25 - 54,25.0,54.0,4.0% to 4.4%,4.0,4.4,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,1 to 20,1,20.0,False,175 - 191,175.0,191.0,27 - 43,27.0,43.0,4.0% to 4.2%,4.0,4.2,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,21 to 30,21,30.0,False,289,289.0,289.0,34,34.0,34.0,4.3%,4.3,4.3,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,21 to 30,21,30.0,False,292,292.0,292.0,37,37.0,37.0,5.0%,5.0,5.0,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,31 to 40,31,40.0,False,446 - 456,446.0,456.0,49 - 59,49.0,59.0,3.6% to 3.7%,3.6,3.7,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,31 to 40,31,40.0,False,469 - 480,469.0,480.0,72 - 83,72.0,83.0,4.4% to 4.6%,4.4,4.6,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,41 to 50,41,50.0,False,622,622.0,622.0,87,87.0,87.0,3.7%,3.7,3.7,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,41 to 50,41,50.0,False,664 - 683,664.0,683.0,129 - 148,129.0,148.0,4.4% to 4.5%,4.4,4.5,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,51 to 60,51,60.0,False,902 - 914,902.0,914.0,87 - 99,87.0,99.0,3.7% to 4.0%,3.7,4.0,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,51 to 60,51,60.0,False,982 - 995,982.0,995.0,167 - 180,167.0,180.0,4.4% to 4.6%,4.4,4.6,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,61 to 65,61,65.0,False,"1,236",1236.0,1236.0,197,197.0,197.0,3.8%,3.8,3.8,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,61 to 65,61,65.0,False,"1,378",1378.0,1378.0,339,339.0,339.0,4.5%,4.5,4.5,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,66 to 70,66,70.0,False,"1,539",1539.0,1539.0,418,418.0,418.0,3.9%,3.9,3.9,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,66 to 70,66,70.0,False,"1,656",1656.0,1656.0,535,535.0,535.0,4.5%,4.5,4.5,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,71 to 73,71,73.0,False,"1,801",1801.0,1801.0,584,584.0,584.0,3.9%,3.9,3.9,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,71 to 73,71,73.0,False,"2,033",2033.0,2033.0,816,816.0,816.0,4.5%,4.5,4.5,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,74 to 75,74,75.0,False,"2,011",2011.0,2011.0,666,666.0,666.0,3.9%,3.9,3.9,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,74 to 75,74,75.0,False,"2,313",2313.0,2313.0,968,968.0,968.0,4.5%,4.5,4.5,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,76 to 78,76,78.0,False,"2,361",2361.0,2361.0,802,802.0,802.0,3.9%,3.9,3.9,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,76 to 78,76,78.0,False,"2,717",2717.0,2717.0,"1,158",1158.0,1158.0,4.5%,4.5,4.5,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,79 to 80,79,80.0,False,"2,438",2438.0,2438.0,818,818.0,818.0,3.9%,3.9,3.9,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,79 to 80,79,80.0,False,"2,938",2938.0,2938.0,"1,318",1318.0,1318.0,4.5%,4.5,4.5,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,81 to 83,81,83.0,False,"2,258",2258.0,2258.0,552,552.0,552.0,3.8%,3.8,3.8,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,81 to 83,81,83.0,False,"3,152",3152.0,3152.0,"1,446",1446.0,1446.0,4.5%,4.5,4.5,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,84 to 85,84,85.0,False,"2,753",2753.0,2753.0,782,782.0,782.0,3.9% to 3.9%,3.9,3.9,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,84 to 85,84,85.0,False,"3,674",3674.0,3674.0,"1,703",1703.0,1703.0,4.5%,4.5,4.5,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,86 to 90,86,90.0,False,"2,931 - 3,085",2931.0,3085.0,"868 - 1,022",868.0,1022.0,3.8% to 3.9%,3.8,3.9,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,86 to 90,86,90.0,False,"3,942 - 4,252",3942.0,4252.0,"1,879 - 2,189",1879.0,2189.0,4.5%,4.5,4.5,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,Premiums above age 90,91,,True,"3,333 - 4,230",3333.0,4230.0,"1,240 - 2,137",1240.0,2137.0,3.9%,3.9,3.9,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,Premiums above age 90,91,,True,"4,713 - 5,949",4713.0,5949.0,"2,620 - 3,856",2620.0,3856.0,4.5%,4.5,4.5,True,,premium_detail,03_class_b1_plans.pdf,7,1,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,1 to 20,1,20.0,False,209,209.0,209.0,61,61.0,61.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,1 to 20,1,20.0,False,217,217.0,217.0,69,69.0,69.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,21 to 30,21,30.0,False,326,326.0,326.0,71,71.0,71.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,21 to 30,21,30.0,False,326,326.0,326.0,71,71.0,71.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,31 to 40,31,40.0,False,501,501.0,501.0,104,104.0,104.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,31 to 40,31,40.0,False,501,501.0,501.0,104,104.0,104.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,41 to 50,41,50.0,False,662,662.0,662.0,127,127.0,127.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,41 to 50,41,50.0,False,700 - 738,700.0,738.0,165 - 203,165.0,203.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,51 to 60,51,60.0,False,"973 - 1,007",973.0,1007.0,158 - 192,158.0,192.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,51 to 60,51,60.0,False,"1,034 - 1,057",1034.0,1057.0,219 - 242,219.0,242.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,61 to 65,61,65.0,False,"1,312",1312.0,1312.0,273,273.0,273.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,61 to 65,61,65.0,False,"1,406",1406.0,1406.0,367,367.0,367.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,66 to 70,66,70.0,False,"1,513",1513.0,1513.0,392,392.0,392.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,66 to 70,66,70.0,False,"1,712",1712.0,1712.0,591,591.0,591.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,71 to 73,71,73.0,False,"1,888",1888.0,1888.0,671,671.0,671.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,71 to 73,71,73.0,False,"2,093",2093.0,2093.0,876,876.0,876.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,74 to 75,74,75.0,False,"2,127",2127.0,2127.0,782,782.0,782.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,74 to 75,74,75.0,False,"2,374",2374.0,2374.0,"1,029",1029.0,1029.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,76 to 78,76,78.0,False,"2,486",2486.0,2486.0,927,927.0,927.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,76 to 78,76,78.0,False,"2,954",2954.0,2954.0,"1,395",1395.0,1395.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,79 to 80,79,80.0,False,"2,642",2642.0,2642.0,"1,022",1022.0,1022.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,79 to 80,79,80.0,False,"3,015",3015.0,3015.0,"1,395",1395.0,1395.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,81 to 83,81,83.0,False,"2,761",2761.0,2761.0,"1,055",1055.0,1055.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,81 to 83,81,83.0,False,"3,151",3151.0,3151.0,"1,445",1445.0,1445.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,84 to 85,84,85.0,False,"3,030",3030.0,3030.0,"1,059",1059.0,1059.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,84 to 85,84,85.0,False,"3,465",3465.0,3465.0,"1,494",1494.0,1494.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,86 to 90,86,90.0,False,"3,177",3177.0,3177.0,"1,114",1114.0,1114.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,86 to 90,86,90.0,False,"3,723 - 3,993",3723.0,3993.0,"1,660 - 1,930",1660.0,1930.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,Premiums above age 90,91,,True,"3,207 - 3,565",3207.0,3565.0,"1,114 - 1,472",1114.0,1472.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,Premiums above age 90,91,,True,"4,203 - 4,907",4203.0,4907.0,"2,110 - 2,814",2110.0,2814.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,7,2,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,1 to 20,1,20.0,False,186 - 194,186.0,194.0,38 - 46,38.0,46.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,1 to 20,1,20.0,False,197 - 206,197.0,206.0,49 - 58,49.0,58.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,21 to 30,21,30.0,False,301,301.0,301.0,46,46.0,46.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,21 to 30,21,30.0,False,314 - 332,314.0,332.0,59 - 77,59.0,77.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,31 to 40,31,40.0,False,462,462.0,462.0,65,65.0,65.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,31 to 40,31,40.0,False,475 - 498,475.0,498.0,78 - 101,78.0,101.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,41 to 50,41,50.0,False,655,655.0,655.0,120,120.0,120.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,41 to 50,41,50.0,False,678 - 694,678.0,694.0,143 - 159,143.0,159.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,51 to 60,51,60.0,False,"1,024",1024.0,1024.0,209,209.0,209.0,8.2%,8.2,8.2,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
