plan_id,tier_code,tier_slug,section_raw,benefit_raw,notes_raw,coverage_value_raw,is_blank_value,section_norm,benefit_norm,search_text_norm,source_pdf,source_page,source_table,source_slug,repair_flags
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (Specialised),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care specialised,inpatient and day surgery daily ward and treatment charges inpatient palliative care specialised as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[Income] Enhanced IncomeShield Advantage|forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (Specialised),,560/day,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care specialised,inpatient and day surgery daily ward and treatment charges inpatient palliative care specialised 560 day,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[Income] Enhanced IncomeShield Advantage|forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__income__incomeshield_plan_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Surgical Procedures,,"600 - 9,400",False,inpatient and day surgery daily ward and treatment charges,surgical procedures,inpatient and day surgery daily ward and treatment charges surgical procedures 600 9 400,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Surgical Procedures,,As Charged,False,inpatient and day surgery daily ward and treatment charges,surgical procedures,inpatient and day surgery daily ward and treatment charges surgical procedures as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Surgical Procedures,,As Charged,False,inpatient and day surgery daily ward and treatment charges,surgical procedures,inpatient and day surgery daily ward and treatment charges surgical procedures as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Surgical Procedures,,As Charged,False,inpatient and day surgery daily ward and treatment charges,surgical procedures,inpatient and day surgery daily ward and treatment charges surgical procedures as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Surgical Procedures,,"800 - 10,000",False,inpatient and day surgery daily ward and treatment charges,surgical procedures,inpatient and day surgery daily ward and treatment charges surgical procedures 800 10 000,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Surgical Procedures,,As Charged,False,inpatient and day surgery daily ward and treatment charges,surgical procedures,inpatient and day surgery daily ward and treatment charges surgical procedures as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Surgical Procedures,,As Charged,False,inpatient and day surgery daily ward and treatment charges,surgical procedures,inpatient and day surgery daily ward and treatment charges surgical procedures as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Surgical Procedures,,As Charged,False,inpatient and day surgery daily ward and treatment charges,surgical procedures,inpatient and day surgery daily ward and treatment charges surgical procedures as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Surgical Procedures,,As Charged,False,inpatient and day surgery daily ward and treatment charges,surgical procedures,inpatient and day surgery daily ward and treatment charges surgical procedures as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Implants,,"11,000/admission",False,inpatient and day surgery daily ward and treatment charges,implants,inpatient and day surgery daily ward and treatment charges implants 11 000 admission,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Implants,,"10,000/treatment",False,inpatient and day surgery daily ward and treatment charges,implants,inpatient and day surgery daily ward and treatment charges implants 10 000 treatment,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Implants,,As Charged,False,inpatient and day surgery daily ward and treatment charges,implants,inpatient and day surgery daily ward and treatment charges implants as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Implants,,As Charged,False,inpatient and day surgery daily ward and treatment charges,implants,inpatient and day surgery daily ward and treatment charges implants as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__prudential__prushield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Implants,,"800 - 10,000",False,inpatient and day surgery daily ward and treatment charges,implants,inpatient and day surgery daily ward and treatment charges implants 800 10 000,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__prudential__prushield_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Implants,,As Charged,False,inpatient and day surgery daily ward and treatment charges,implants,inpatient and day surgery daily ward and treatment charges implants as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Implants,,As Charged,False,inpatient and day surgery daily ward and treatment charges,implants,inpatient and day surgery daily ward and treatment charges implants as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Implants,,As Charged,False,inpatient and day surgery daily ward and treatment charges,implants,inpatient and day surgery daily ward and treatment charges implants as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Implants,,As Charged,False,inpatient and day surgery daily ward and treatment charges,implants,inpatient and day surgery daily ward and treatment charges implants as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__income__incomeshield_plan_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Radiosurgery,,"12,600/treatment course (includes Proton Beam Therapy - Category 4) [Note (15a and 15b)]",False,inpatient and day surgery daily ward and treatment charges,radiosurgery,inpatient and day surgery daily ward and treatment charges radiosurgery 12 600 treatment course includes proton beam therapy category 4 note 15a and 15b,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,Radiosurgery,,"16,000/treatment",False,inpatient and day surgery daily ward and treatment charges,radiosurgery,inpatient and day surgery daily ward and treatment charges radiosurgery 16 000 treatment,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
